factor_id,order_id,traffic_condition,weather_condition,event_type,recorded_at
1840,4808,Moderate,Rain,Strike,2025-06-13 13:19:46
1841,228,Clear,Clear,Strike,2025-06-19 03:27:25
1842,8013,Heavy,Fog,Strike,2025-06-24 21:53:18
1843,1698,Heavy,Fog,Festival,2025-04-29 16:41:59
1844,1202,Clear,Fog,Holiday,2025-08-16 08:09:44
1845,7459,Heavy,Clear,,2025-04-04 07:48:32
1846,1558,Moderate,Fog,Holiday,2025-01-04 07:13:13
1847,6913,Clear,Clear,Strike,2025-08-14 17:47:34
1848,8158,Heavy,Rain,Strike,2025-05-27 17:40:02
1849,3457,Heavy,Fog,,2025-08-09 04:27:57
1850,3780,Moderate,Fog,,2025-02-14 16:30:18
1851,9695,Heavy,Fog,Strike,2025-04-12 02:16:43
1852,3144,Moderate,Clear,Festival,2025-01-25 07:16:10
1853,6057,Heavy,Rain,,2025-01-24 07:56:44
1854,69,Heavy,Clear,Festival,2025-03-24 05:43:22
1855,1958,Clear,Clear,,2025-03-18 02:54:20
1856,4070,Clear,Rain,Holiday,2025-01-14 08:07:32
1857,1520,Moderate,Rain,Festival,2025-02-01 02:18:53
1858,7164,Moderate,Clear,Strike,2025-08-08 01:44:31
1859,9746,Moderate,Rain,Holiday,2025-09-01 18:13:35
1860,8960,Moderate,Rain,Holiday,2025-08-08 11:35:43
1861,2654,Heavy,Fog,Strike,2025-06-19 15:49:06
1862,4962,Clear,Rain,Festival,2025-04-09 13:25:26
1863,9074,Heavy,Clear,Festival,2025-02-03 00:42:59
1864,1830,Moderate,Clear,Holiday,2025-05-05 22:31:44
1865,4606,Heavy,Rain,Holiday,2025-01-18 19:43:24
1866,5561,Clear,Rain,Holiday,2025-05-08 15:10:22
1867,7595,Moderate,Clear,,2025-02-07 01:07:08
1868,6532,Moderate,Clear,Festival,2025-01-12 10:00:37
1869,1590,Moderate,Clear,,2025-05-03 03:05:39
1870,3440,Heavy,Clear,Festival,2025-01-26 21:29:36
1871,5865,Heavy,Rain,,2025-04-28 23:59:55
1872,2916,Clear,Fog,Festival,2025-08-13 22:43:15
1873,6652,Moderate,Rain,Festival,2025-01-19 19:50:49
1874,6266,Clear,Rain,,2025-07-16 23:29:59
1875,3469,Clear,Clear,Strike,2025-01-09 18:31:01
1876,1251,Heavy,Rain,,2025-06-20 19:30:14
1877,3411,Clear,Clear,Holiday,2025-03-28 02:06:00
1878,6743,Clear,Fog,,2025-06-21 08:41:58
1879,7552,Moderate,Clear,Festival,2025-05-24 03:35:29
1880,558,Clear,Fog,Strike,2025-08-21 00:43:09
1881,2629,Clear,Clear,Festival,2025-08-20 10:16:23
1882,247,Heavy,Clear,Holiday,2025-08-28 10:34:15
1883,255,Moderate,Fog,Festival,2025-05-12 00:33:06
1884,2313,Heavy,Fog,Festival,2025-08-09 20:45:26
1885,4983,Clear,Clear,Strike,2025-08-10 15:52:49
1886,3907,Heavy,Rain,Strike,2025-07-02 13:24:24
1887,359,Moderate,Fog,,2025-02-18 09:30:16
1888,8046,Moderate,Fog,Festival,2025-05-21 09:19:14
1889,9760,Clear,Fog,Strike,2025-01-06 13:16:18
1890,710,Clear,Clear,Festival,2025-02-15 23:25:09
1891,7957,Heavy,Fog,Holiday,2025-07-21 14:11:24
1892,7964,Clear,Rain,Holiday,2025-01-10 04:58:19
1893,8241,Moderate,Fog,Strike,2025-06-05 19:39:46
1894,9643,Heavy,Rain,Holiday,2025-04-24 06:08:32
1895,8934,Clear,Rain,Holiday,2025-07-21 22:31:48
1896,7182,Clear,Fog,Holiday,2025-08-10 15:44:21
1897,9440,Moderate,Clear,Holiday,2025-02-04 21:08:56
1898,8366,Heavy,Rain,Holiday,2025-04-22 17:44:58
1899,2256,Moderate,Rain,Festival,2025-02-27 15:03:01
1900,3230,Moderate,Fog,Strike,2025-03-11 19:27:10
1901,567,Moderate,Fog,Holiday,2025-06-16 23:06:54
1902,5977,Clear,Clear,,2025-05-02 12:13:36
1903,3692,Clear,Clear,Strike,2025-04-19 20:05:20
1904,3646,Heavy,Fog,,2025-03-08 15:49:54
1905,5603,Moderate,Clear,Strike,2025-06-27 03:10:27
1906,9617,Clear,Rain,Holiday,2025-04-01 10:10:51
1907,4526,Clear,Clear,Strike,2025-02-08 03:08:05
1908,6915,Moderate,Fog,Holiday,2025-08-15 07:34:57
1909,218,Moderate,Fog,Strike,2025-07-22 21:54:55
1910,8317,Heavy,Clear,Holiday,2025-02-21 17:26:14
1911,3735,Clear,Fog,Strike,2025-01-06 16:37:15
1912,9935,Moderate,Rain,,2025-06-28 19:01:28
1913,5039,Clear,Clear,Strike,2025-04-07 16:21:23
1914,6238,Moderate,Clear,Strike,2025-06-27 15:43:02
1915,5731,Heavy,Fog,Holiday,2025-03-11 04:11:49
1916,727,Clear,Clear,Strike,2025-07-05 15:04:49
1917,6348,Heavy,Clear,Festival,2025-05-30 06:02:37
1918,2188,Clear,Rain,Strike,2025-07-22 06:17:37
1919,9489,Clear,Clear,Holiday,2025-05-31 21:05:18
1920,8660,Heavy,Fog,Festival,2025-05-03 19:56:05
1921,3433,Moderate,Rain,Strike,2025-07-17 03:20:34
1922,2521,Heavy,Fog,Holiday,2025-07-06 09:09:49
1923,1285,Moderate,Rain,Holiday,2025-08-09 22:56:39
1924,72,Heavy,Rain,Holiday,2025-08-29 21:56:56
1925,6717,Clear,Clear,Holiday,2025-07-04 12:53:15
1926,1096,Moderate,Clear,Holiday,2025-04-04 09:38:13
1927,2353,Clear,Fog,Strike,2025-04-29 15:17:16
1928,7239,Heavy,Clear,Strike,2025-06-04 11:55:40
1929,5329,Heavy,Fog,Holiday,2025-04-03 05:02:25
1930,5020,Moderate,Rain,Strike,2025-03-11 14:17:46
1931,2129,Moderate,Fog,Holiday,2025-08-13 03:17:11
1932,6801,Heavy,Fog,Strike,2025-02-20 12:36:16
1933,1081,Heavy,Fog,Strike,2025-07-25 04:59:45
1934,4605,Clear,Fog,Festival,2025-08-05 10:56:18
1935,3194,Moderate,Fog,Strike,2025-03-23 00:15:29
1936,7480,Clear,Rain,Holiday,2025-02-25 15:47:48
1937,8993,Moderate,Rain,Festival,2025-05-02 15:09:02
1938,6638,Moderate,Clear,,2025-03-27 14:22:43
1939,4672,Clear,Fog,Strike,2025-09-10 03:30:58
1940,1292,Heavy,Fog,Strike,2025-08-10 18:40:22
1941,9634,Moderate,Fog,Holiday,2025-09-11 00:59:18
1942,7958,Clear,Rain,Strike,2025-02-02 21:35:08
1943,6920,Heavy,Clear,Festival,2025-01-09 17:53:39
1944,1506,Moderate,Clear,Strike,2025-03-07 22:03:46
1945,6738,Clear,Fog,Holiday,2025-07-05 17:08:00
1946,2562,Clear,Fog,Holiday,2025-05-08 15:26:17
1947,3520,Moderate,Rain,Strike,2025-02-28 11:09:54
1948,141,Moderate,Fog,,2025-05-11 12:21:34
1949,2913,Moderate,Rain,Holiday,2025-09-09 08:38:42
1950,1393,Moderate,Fog,Festival,2025-08-07 14:05:10
1951,2130,Clear,Rain,Festival,2025-08-13 19:10:51
1952,9898,Clear,Clear,Holiday,2025-07-08 05:41:08
1953,759,Moderate,Fog,Festival,2025-01-23 20:28:40
1954,1799,Clear,Rain,Strike,2025-09-03 14:02:10
1955,228,Heavy,Rain,,2025-05-26 15:48:51
1956,1895,Heavy,Rain,Holiday,2025-09-12 04:15:08
1957,1534,Moderate,Clear,Strike,2025-02-23 02:26:46
1958,7774,Moderate,Fog,Strike,2025-09-05 13:01:18
1959,5438,Moderate,Clear,,2025-09-08 10:39:16
1960,8101,Clear,Rain,Holiday,2025-01-31 21:36:11
1961,868,Heavy,Fog,Holiday,2025-07-09 23:45:06
1962,2815,Moderate,Clear,Strike,2025-01-31 05:32:45
1963,7172,Moderate,Rain,Strike,2025-05-13 03:33:53
1964,3749,Heavy,Rain,,2025-05-21 23:49:00
1965,1833,Clear,Rain,Festival,2025-06-18 18:47:52
1966,2538,Clear,Rain,,2025-04-16 14:58:20
1967,3032,Heavy,Clear,Strike,2025-08-20 03:36:30
1968,1081,Clear,Rain,Holiday,2025-06-08 23:53:43
1969,1056,Clear,Rain,Festival,2025-07-13 09:21:30
1970,5120,Clear,Clear,Festival,2025-07-27 13:03:25
1971,9904,Clear,Fog,,2025-03-28 22:37:51
1972,6981,Clear,Fog,Holiday,2025-04-28 10:20:37
1973,1734,Clear,Rain,Strike,2025-04-02 11:41:01
1974,3291,Moderate,Rain,Holiday,2025-04-26 22:24:30
1975,1523,Clear,Fog,,2025-09-09 05:22:53
1976,2737,Heavy,Rain,Festival,2025-08-16 17:47:28
1977,5067,Heavy,Clear,Festival,2025-02-15 04:35:56
1978,843,Heavy,Fog,Holiday,2025-05-25 11:03:33
1979,6167,Moderate,Fog,Festival,2025-02-24 20:13:25
1980,1256,Moderate,Clear,Festival,2025-03-10 11:21:00
1981,7999,Clear,Rain,Festival,2025-01-24 14:04:06
1982,253,Heavy,Fog,Festival,2025-01-27 00:00:26
1983,6518,Moderate,Rain,Strike,2025-08-28 19:18:56
1984,6188,Heavy,Clear,Holiday,2025-03-03 09:28:34
1985,2581,Moderate,Rain,Holiday,2025-08-17 17:59:46
1986,7690,Clear,Clear,Strike,2025-02-28 21:18:30
1987,5727,Moderate,Rain,Festival,2025-01-15 02:32:57
1988,4670,Heavy,Clear,Holiday,2025-07-13 23:33:18
1989,3969,Moderate,Clear,,2025-01-27 01:29:49
1990,9685,Clear,Clear,Holiday,2025-01-09 05:34:49
1991,4523,Moderate,Rain,Festival,2025-08-08 14:44:15
1992,2616,Clear,Clear,,2025-04-12 12:48:13
1993,6632,Clear,Clear,Holiday,2025-04-09 14:27:28
1994,4707,Moderate,Rain,Holiday,2025-01-05 17:21:07
1995,9806,Clear,Fog,Strike,2025-07-08 01:30:14
1996,8342,Moderate,Fog,Strike,2025-02-21 00:55:15
1997,8868,Heavy,Fog,,2025-04-19 20:20:18
1998,1398,Clear,Clear,Holiday,2025-03-25 13:45:22
1999,3206,Heavy,Clear,,2025-08-08 07:05:24
2000,9282,Moderate,Rain,Holiday,2025-07-01 08:42:43
2001,8939,Moderate,Clear,Strike,2025-08-18 09:45:38
2002,4687,Heavy,Clear,Holiday,2025-04-30 20:20:36
2003,4033,Heavy,Clear,,2025-04-03 15:30:27
2004,5287,Moderate,Rain,Holiday,2025-04-06 13:46:17
2005,4398,Clear,Clear,Holiday,2025-02-09 18:14:33
2006,8085,Clear,Rain,Strike,2025-01-20 22:25:45
2007,321,Moderate,Rain,Strike,2025-01-29 07:56:58
2008,4422,Heavy,Rain,Strike,2025-09-08 16:32:35
2009,5343,Heavy,Clear,Strike,2025-07-17 09:20:57
2010,8494,Heavy,Rain,Strike,2025-08-10 10:21:00
2011,8510,Moderate,Rain,Strike,2025-05-25 01:57:04
2012,991,Clear,Rain,,2025-05-23 04:33:53
2013,2299,Heavy,Fog,,2025-08-01 05:26:53
2014,6774,Clear,Fog,Strike,2025-02-05 16:52:35
2015,8007,Clear,Clear,Holiday,2025-01-30 07:39:38
2016,1283,Heavy,Clear,Strike,2025-06-19 00:28:43
2017,4899,Clear,Rain,Festival,2025-03-08 09:27:08
2018,187,Heavy,Clear,Festival,2025-06-02 12:19:11
2019,2271,Moderate,Clear,,2025-08-22 06:37:42
2020,5732,Heavy,Fog,Strike,2025-04-30 22:20:59
2021,3949,Moderate,Fog,Strike,2025-01-26 02:03:44
2022,5408,Clear,Rain,Holiday,2025-04-06 15:59:13
2023,4569,Heavy,Rain,,2025-07-22 05:43:28
2024,8283,Heavy,Fog,Strike,2025-01-25 16:24:34
2025,3457,Moderate,Fog,Holiday,2025-04-09 04:10:51
2026,8776,Heavy,Clear,Festival,2025-03-04 16:10:00
2027,2050,Heavy,Clear,Holiday,2025-06-05 10:54:13
2028,4869,Clear,Rain,Festival,2025-01-21 04:59:02
2029,4032,Moderate,Fog,Festival,2025-03-07 11:19:52
2030,6919,Moderate,Fog,Festival,2025-08-23 17:52:20
2031,8329,Heavy,Clear,Holiday,2025-06-19 01:21:56
2032,6266,Moderate,Rain,,2025-05-13 21:26:23
2033,839,Moderate,Fog,Holiday,2025-02-12 14:46:08
2034,7880,Clear,Rain,Strike,2025-05-22 13:57:16
2035,4093,Clear,Fog,Festival,2025-02-09 13:01:05
2036,3549,Heavy,Clear,Strike,2025-08-07 18:10:13
2037,4277,Heavy,Fog,Festival,2025-06-23 13:56:03
2038,6824,Clear,Fog,Holiday,2025-07-30 10:32:57
2039,6420,Clear,Rain,Strike,2025-02-15 12:38:12
2040,7542,Clear,Rain,,2025-05-17 08:06:06
2041,8822,Clear,Clear,,2025-08-21 20:05:22
2042,1928,Moderate,Clear,Holiday,2025-03-16 08:41:50
2043,6856,Heavy,Rain,Festival,2025-01-22 19:58:08
2044,3579,Heavy,Rain,Holiday,2025-02-28 03:08:17
2045,5520,Clear,Rain,,2025-09-08 15:58:02
2046,8054,Clear,Rain,Strike,2025-04-29 06:09:45
2047,2162,Moderate,Rain,Holiday,2025-04-27 06:09:36
2048,2494,Moderate,Rain,Strike,2025-07-30 19:25:20
2049,1014,Heavy,Clear,Holiday,2025-06-02 22:51:34
2050,4465,Clear,Fog,Festival,2025-04-16 17:32:53
2051,1912,Moderate,Clear,Festival,2025-05-26 16:22:41
2052,9295,Clear,Fog,Festival,2025-05-08 04:55:13
2053,5616,Heavy,Rain,Strike,2025-04-21 16:34:31
2054,3193,Moderate,Clear,,2025-03-29 13:33:34
2055,6365,Clear,Fog,Holiday,2025-04-11 20:56:37
2056,4588,Heavy,Clear,Strike,2025-04-07 14:25:33
2057,4101,Moderate,Rain,Holiday,2025-05-30 10:19:30
2058,5937,Heavy,Clear,,2025-09-04 03:13:49
2059,1527,Clear,Fog,Festival,2025-04-18 16:02:58
2060,5976,Moderate,Fog,Holiday,2025-02-23 19:18:02
2061,9745,Heavy,Fog,,2025-09-10 09:51:55
2062,2207,Clear,Rain,,2025-04-06 07:08:08
2063,8784,Heavy,Rain,Holiday,2025-06-23 21:04:31
2064,6117,Clear,Clear,Strike,2025-07-31 21:05:53
2065,6031,Clear,Clear,Holiday,2025-06-07 00:29:49
2066,9181,Heavy,Fog,Festival,2025-06-04 04:41:16
2067,4808,Clear,Rain,,2025-04-16 07:47:35
2068,9285,Clear,Rain,Festival,2025-05-25 18:36:59
2069,1306,Clear,Clear,Strike,2025-06-22 10:36:15
2070,9980,Clear,Rain,Festival,2025-06-12 06:46:00
2071,188,Clear,Clear,,2025-02-11 22:19:32
2072,9857,Clear,Rain,Holiday,2025-06-05 11:01:45
2073,729,Heavy,Rain,Strike,2025-02-01 03:45:35
2074,2622,Clear,Rain,Holiday,2025-02-28 22:54:25
2075,1696,Moderate,Fog,Festival,2025-06-03 17:45:39
2076,4934,Heavy,Fog,Holiday,2025-06-22 01:34:16
2077,119,Clear,Fog,Holiday,2025-07-14 20:43:58
2078,9092,Moderate,Rain,Strike,2025-03-14 02:14:20
2079,9870,Moderate,Rain,,2025-05-25 15:25:57
2080,4101,Heavy,Rain,Festival,2025-07-02 08:27:58
2081,3336,Heavy,Fog,Holiday,2025-06-07 04:04:36
2082,7486,Heavy,Fog,Festival,2025-09-09 20:49:36
2083,3240,Heavy,Fog,Holiday,2025-01-03 16:52:04
2084,2133,Clear,Fog,,2025-05-13 23:47:05
2085,7765,Moderate,Rain,Strike,2025-07-10 00:47:18
2086,5819,Heavy,Fog,,2025-04-18 23:16:20
2087,5576,Moderate,Fog,Strike,2025-04-05 08:44:21
2088,1126,Heavy,Clear,Holiday,2025-07-30 04:24:04
2089,1441,Moderate,Clear,Festival,2025-05-02 10:04:22
2090,2435,Clear,Rain,Strike,2025-02-04 04:08:32
2091,7880,Moderate,Clear,Festival,2025-05-12 11:55:17
2092,4101,Heavy,Rain,Strike,2025-01-26 04:35:23
2093,844,Moderate,Rain,Strike,2025-01-22 09:25:35
2094,8673,Moderate,Rain,Holiday,2025-08-02 02:28:43
2095,2234,Heavy,Rain,Strike,2025-06-11 22:23:09
2096,5306,Moderate,Fog,Strike,2025-01-15 23:24:25
2097,584,Heavy,Rain,Strike,2025-03-29 08:19:49
2098,611,Clear,Fog,Holiday,2025-03-12 07:10:09
2099,4582,Heavy,Clear,Festival,2025-09-08 22:04:12
2100,5248,Clear,Fog,Holiday,2025-02-07 07:29:12
2101,7397,Moderate,Rain,,2025-07-18 18:14:36
2102,3169,Heavy,Clear,,2025-01-24 02:25:32
2103,1122,Moderate,Clear,Holiday,2025-08-11 00:04:31
2104,4589,Moderate,Rain,Holiday,2025-01-04 21:12:53
2105,8263,Heavy,Rain,Holiday,2025-01-14 21:34:34
2106,7616,Clear,Fog,Strike,2025-01-24 06:35:49
2107,7119,Clear,Fog,Holiday,2025-01-05 12:59:45
2108,5718,Heavy,Rain,Holiday,2025-04-22 10:49:17
2109,3779,Heavy,Clear,Holiday,2025-02-14 17:12:47
2110,2234,Heavy,Clear,Festival,2025-08-15 15:46:50
2111,3567,Clear,Clear,,2025-04-23 13:51:00
2112,3157,Clear,Rain,Festival,2025-03-18 07:48:50
2113,5014,Clear,Clear,Strike,2025-09-03 07:31:13
2114,8345,Clear,Clear,Holiday,2025-01-20 15:12:28
2115,5920,Moderate,Clear,Festival,2025-06-04 03:25:09
2116,2235,Moderate,Fog,Holiday,2025-05-05 02:25:30
2117,3247,Clear,Fog,Festival,2025-08-09 15:52:29
2118,4532,Clear,Rain,Festival,2025-01-23 16:40:51
2119,7460,Moderate,Fog,Festival,2025-07-18 08:11:31
2120,1854,Clear,Fog,Holiday,2025-02-23 21:25:11
2121,3535,Heavy,Clear,Holiday,2025-07-14 04:14:34
2122,5975,Clear,Fog,Holiday,2025-05-11 23:16:07
2123,1432,Moderate,Rain,,2025-06-22 04:29:34
2124,5747,Heavy,Rain,,2025-06-14 11:03:15
2125,8729,Clear,Fog,Holiday,2025-07-17 22:43:03
2126,6739,Heavy,Fog,Holiday,2025-05-04 02:17:36
2127,7038,Moderate,Fog,Holiday,2025-01-03 16:56:53
2128,12,Heavy,Fog,Strike,2025-01-18 00:37:30
2129,5966,Heavy,Clear,Strike,2025-04-25 08:13:12
2130,8242,Heavy,Fog,Festival,2025-07-12 20:49:17
2131,1081,Heavy,Rain,Holiday,2025-01-26 02:28:22
2132,9935,Clear,Rain,Holiday,2025-06-03 10:50:50
2133,7642,Clear,Rain,Holiday,2025-08-29 11:34:02
2134,3639,Heavy,Rain,Holiday,2025-03-10 07:54:14
2135,9545,Heavy,Fog,Festival,2025-01-07 13:55:23
2136,1407,Clear,Fog,,2025-02-16 02:02:50
2137,8989,Clear,Rain,Holiday,2025-07-19 20:38:13
2138,6399,Heavy,Clear,,2025-08-18 09:56:01
2139,318,Heavy,Rain,Holiday,2025-09-04 20:06:17
2140,5034,Clear,Rain,Festival,2025-01-28 11:43:41
2141,4316,Clear,Fog,Holiday,2025-04-12 02:49:51
2142,7635,Moderate,Fog,,2025-07-01 11:04:26
2143,9439,Clear,Rain,,2025-04-03 13:25:50
2144,46,Heavy,Fog,Festival,2025-04-14 08:50:17
2145,7266,Moderate,Fog,Holiday,2025-05-22 00:53:12
2146,2256,Moderate,Rain,,2025-06-15 21:16:10
2147,7153,Moderate,Clear,,2025-02-06 13:11:23
2148,7351,Moderate,Rain,Festival,2025-08-25 23:20:02
2149,9899,Moderate,Clear,,2025-04-17 05:01:16
2150,324,Clear,Fog,Festival,2025-08-04 16:18:45
2151,2720,Moderate,Rain,Strike,2025-06-05 18:47:25
2152,4239,Heavy,Rain,,2025-06-08 08:45:45
2153,2443,Moderate,Fog,,2025-01-03 01:15:28
2154,4721,Moderate,Clear,Holiday,2025-02-11 16:13:10
2155,3938,Heavy,Fog,,2025-03-19 04:02:25
2156,4656,Clear,Rain,Holiday,2025-03-31 05:19:14
2157,1547,Clear,Clear,Strike,2025-01-13 01:38:58
2158,9491,Moderate,Rain,Holiday,2025-08-14 00:43:56
2159,7055,Moderate,Rain,Festival,2025-04-17 01:02:52
2160,8498,Moderate,Clear,Festival,2025-06-01 06:00:13
2161,4338,Clear,Rain,Holiday,2025-01-15 16:32:41
2162,3152,Heavy,Rain,Strike,2025-03-16 18:22:33
2163,4904,Moderate,Clear,Strike,2025-02-11 15:51:35
2164,793,Clear,Fog,,2025-02-05 23:52:59
2165,3754,Heavy,Rain,Holiday,2025-05-01 07:31:28
2166,5849,Heavy,Fog,Holiday,2025-01-31 02:57:59
2167,6781,Moderate,Rain,Festival,2025-07-17 07:00:21
2168,3069,Clear,Clear,Holiday,2025-07-29 11:29:45
2169,7343,Moderate,Fog,Festival,2025-06-19 05:00:43
2170,5663,Clear,Clear,Holiday,2025-03-26 00:30:32
2171,5105,Clear,Clear,Holiday,2025-07-24 20:32:55
2172,2785,Clear,Rain,,2025-04-24 23:22:22
2173,7200,Heavy,Clear,,2025-08-04 05:25:37
2174,8663,Heavy,Clear,Holiday,2025-04-22 02:09:58
2175,3813,Heavy,Fog,,2025-05-20 10:24:47
2176,949,Clear,Fog,Festival,2025-03-05 08:24:07
2177,9940,Moderate,Rain,,2025-07-25 05:01:18
2178,9295,Moderate,Clear,Festival,2025-07-13 01:04:09
2179,9780,Heavy,Clear,,2025-05-29 18:07:57
2180,2596,Clear,Rain,Holiday,2025-09-05 05:57:44
2181,8592,Clear,Rain,Holiday,2025-05-19 21:16:25
2182,986,Clear,Fog,,2025-06-11 21:32:48
2183,3441,Clear,Clear,Festival,2025-01-25 07:37:07
2184,5593,Clear,Fog,Festival,2025-03-31 22:47:29
2185,8408,Heavy,Fog,,2025-04-16 04:45:31
2186,1559,Heavy,Fog,Strike,2025-01-11 08:08:56
2187,4178,Heavy,Clear,Festival,2025-02-10 11:59:01
2188,6336,Clear,Fog,Strike,2025-03-16 14:38:49
2189,6797,Heavy,Fog,,2025-04-03 14:40:47
2190,1291,Moderate,Clear,Festival,2025-05-01 16:14:55
2191,4263,Heavy,Rain,Holiday,2025-07-04 20:34:27
2192,8262,Moderate,Rain,Festival,2025-06-23 16:59:47
2193,1227,Heavy,Fog,,2025-05-03 07:19:03
2194,8163,Moderate,Fog,Strike,2025-06-07 05:48:49
2195,7208,Clear,Clear,,2025-07-04 17:01:07
2196,9305,Heavy,Clear,,2025-01-05 07:32:24
2197,5688,Clear,Clear,Festival,2025-09-10 08:02:17
2198,77,Clear,Rain,Festival,2025-01-21 18:47:59
2199,4816,Moderate,Rain,Strike,2025-03-28 16:28:02
2200,5903,Moderate,Clear,Holiday,2025-01-01 17:31:21
2201,8214,Moderate,Clear,,2025-06-03 13:23:40
2202,2836,Moderate,Fog,Festival,2025-06-18 15:36:03
2203,4402,Moderate,Rain,,2025-06-16 13:44:14
2204,1873,Clear,Fog,Holiday,2025-09-10 03:40:39
2205,6001,Moderate,Rain,Holiday,2025-07-27 23:07:52
2206,7937,Clear,Fog,Festival,2025-03-06 02:34:46
2207,5757,Heavy,Clear,,2025-02-07 23:23:45
2208,871,Clear,Fog,,2025-01-11 10:04:02
2209,6550,Heavy,Rain,Festival,2025-07-01 09:43:12
2210,5697,Heavy,Rain,Strike,2025-06-13 09:13:07
2211,735,Clear,Clear,Festival,2025-07-12 22:39:52
2212,9591,Heavy,Fog,Strike,2025-07-01 17:36:41
2213,6433,Clear,Fog,Festival,2025-06-01 06:35:16
2214,2427,Moderate,Rain,Holiday,2025-01-05 22:39:18
2215,9751,Moderate,Rain,,2025-07-29 20:02:11
2216,1838,Heavy,Fog,,2025-01-23 01:15:10
2217,8458,Moderate,Rain,Holiday,2025-03-04 12:11:19
2218,3706,Moderate,Rain,Strike,2025-05-06 08:10:44
2219,7418,Moderate,Clear,,2025-07-20 03:37:06
2220,479,Clear,Fog,Holiday,2025-01-26 11:40:07
2221,3138,Clear,Clear,Strike,2025-04-01 18:24:15
2222,2108,Moderate,Clear,Festival,2025-04-07 01:35:29
2223,4876,Moderate,Clear,Holiday,2025-05-25 09:37:54
2224,8558,Heavy,Fog,Festival,2025-04-21 21:35:36
2225,5284,Moderate,Fog,,2025-01-10 06:28:51
2226,877,Clear,Clear,Strike,2025-01-25 08:34:45
2227,1372,Clear,Fog,Festival,2025-07-15 08:46:59
2228,577,Heavy,Clear,Festival,2025-01-28 17:08:47
2229,1028,Heavy,Rain,Strike,2025-08-08 21:28:06
2230,4921,Moderate,Rain,Festival,2025-07-14 18:32:22
2231,9730,Heavy,Fog,Holiday,2025-03-22 02:16:26
2232,2551,Clear,Fog,,2025-01-25 02:04:30
2233,1426,Clear,Rain,,2025-01-04 21:29:54
2234,3448,Heavy,Fog,,2025-06-13 01:31:03
2235,8881,Clear,Rain,Holiday,2025-04-12 16:47:48
2236,5566,Moderate,Rain,Holiday,2025-08-05 15:07:01
2237,3838,Moderate,Rain,Strike,2025-02-16 14:29:07
2238,6137,Moderate,Fog,Holiday,2025-06-08 19:14:47
2239,4253,Heavy,Fog,,2025-08-31 02:23:32
2240,3585,Clear,Fog,,2025-05-16 10:26:37
2241,6267,Moderate,Rain,Strike,2025-05-26 18:28:31
2242,8867,Moderate,Fog,Festival,2025-01-04 19:23:18
2243,5439,Moderate,Rain,,2025-02-18 20:11:09
2244,6205,Moderate,Fog,Festival,2025-03-20 17:43:07
2245,438,Moderate,Rain,Festival,2025-08-20 07:19:07
2246,592,Heavy,Rain,Holiday,2025-04-14 05:04:38
2247,9349,Moderate,Fog,Holiday,2025-05-24 05:03:52
2248,8534,Moderate,Clear,,2025-02-25 02:16:37
2249,2052,Heavy,Rain,Holiday,2025-09-04 05:02:29
2250,314,Heavy,Fog,Holiday,2025-01-11 21:03:37
2251,5986,Heavy,Fog,,2025-06-30 07:12:24
2252,2193,Moderate,Clear,Strike,2025-03-12 04:45:37
2253,9793,Clear,Rain,,2025-02-19 14:29:11
2254,4248,Clear,Rain,Festival,2025-01-29 12:58:12
2255,3180,Moderate,Clear,Strike,2025-07-17 18:56:15
2256,863,Moderate,Rain,,2025-02-22 16:57:02
2257,8223,Moderate,Clear,,2025-05-15 15:51:55
2258,9576,Heavy,Rain,Festival,2025-03-23 00:03:37
2259,9204,Heavy,Clear,Strike,2025-08-05 18:26:20
2260,1901,Clear,Clear,Festival,2025-02-24 20:54:44
2261,6785,Clear,Clear,Strike,2025-08-12 12:05:54
2262,493,Moderate,Rain,,2025-04-07 12:54:13
2263,6891,Moderate,Rain,,2025-06-15 13:47:39
2264,7024,Heavy,Fog,Holiday,2025-02-24 19:25:01
2265,6034,Clear,Clear,Holiday,2025-08-27 18:08:15
2266,7197,Heavy,Fog,Holiday,2025-05-20 17:21:04
2267,7257,Clear,Rain,Festival,2025-07-26 04:56:00
2268,9341,Clear,Clear,Holiday,2025-05-03 18:14:20
2269,9152,Clear,Rain,Strike,2025-09-03 04:51:09
2270,5481,Moderate,Clear,,2025-01-07 04:21:46
2271,8154,Moderate,Fog,Holiday,2025-03-01 08:59:51
2272,6386,Heavy,Clear,Festival,2025-04-05 14:17:13
2273,4937,Heavy,Rain,Strike,2025-06-14 02:54:03
2274,1962,Clear,Fog,Festival,2025-04-04 03:20:56
2275,9842,Moderate,Fog,,2025-05-27 20:57:42
2276,41,Clear,Rain,Holiday,2025-05-05 08:29:44
2277,7827,Moderate,Clear,Strike,2025-03-25 20:09:09
2278,3264,Heavy,Rain,Strike,2025-08-19 21:44:35
2279,1674,Heavy,Clear,,2025-03-27 21:07:34
2280,2751,Clear,Rain,Strike,2025-06-05 11:33:12
2281,899,Heavy,Fog,,2025-08-15 12:19:39
2282,4684,Clear,Fog,Festival,2025-05-31 11:24:36
2283,9697,Moderate,Fog,Holiday,2025-05-02 06:35:19
2284,5656,Heavy,Fog,Strike,2025-04-24 17:28:19
2285,4649,Moderate,Fog,Strike,2025-08-02 21:07:49
2286,3959,Heavy,Rain,Holiday,2025-01-07 18:47:40
